Subject Code,Course Number,Name,Description,Dept Code,Dept Description
BSE,509,Biological Systems Engineering Design Practicum II,"Individual or team work on a biological systems engineering design project: problem identification, information retrieval, specification writing, development and analysis of alternative solutions, selection methodology.",112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,517,Biology in Engineering Seminar,Current topics at the interface of biology and engineering with special emphasis on the ways in which engineers have contributed to knowledge and advances in biology.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,542,Food Engineering Operations,"Lectures and experiments in food engineering operations selected from topics such as: thermodynamics, transport processes, biological kinetics and bioreactor design, thermal process calculations, separation processes, process instrumentation and control, process design and economics, and the use of computers.  ",112,AGRICULTURAL ENGINEERING
BSE,571,Small Watershed Engineering,"Application of engineering principles to small, ungauged watershed analysis. Application of hydrologic and sedimentologic principles to upland watersheds for run-off and sediment control.",112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,642,Food and Pharmaceutical Separations,"Basic principles of production-scale separation processes in the food and pharmaceutical industries including gravity sedimentation and centrifugation, extraction, adsorption, chromatography, precipitation, conventional and membrane filtration, crystallization, and drying. Third credit adds group term project, integrating principles with experiments, defined by students' interests.",112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,671,Topics in Natural Resources Engineering,Advanced topics in natural resource engineering.  ,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,691,Senior Thesis,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,692,Senior Thesis,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,699,Special Problems,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,799,Practicum in Agricultural Engineering Teaching,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,875,Special Topics,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,900,Seminar,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,901,Graduate Research Seminar,Presentation and evaluation of graduate student thesis and non-thesis research.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,990,Research,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
BSE,999,Special Problems,None provided.,112,BIOLOGICAL SYSTEMS ENGINEERING
C&E SOC,103,Agroecology: An Introduction to the Ecology of Food and Agriculture,"Agroecology has blossomed across the world in recent decades as not only a science, but also a practice, and a movement. This course will challenge students to employ the multiple disciplines and perspectives that Agroecology affords to analyze our agricultural and food systems wihin a broader context of dynamic social and ecological relationships.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,140,Introduction to Community and Environmental Sociology,"Sociological examination of the linkages between the social and biophysical dimensions of the environment. Key topics include community organizing, local food systems, energy transitions, environmental justice, resource dependence, and sustainable development. Gateway to advanced courses in sociology.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,210,Survey of Sociology,"Introduction to the field of American sociology, its subfields and specialized areas of research, theoretical traditions and research methods. Gateway to advanced courses in sociology.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,211,The Sociological Enterprise,"Basic principles and definitions of sociology. Readings and discussion of the perspectives of sociology, the individual and society, groups and social process, stratification, organizations and power, demography, and social change. Gateway to advanced courses in sociology.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,222,"Food, Culture, and Society","Social and cultural dimensions of the production, preparation, and consumption of food. Uses historical and cross-cultural analytical frameworks. Treats a wide variety of topics including pre-capitalist food systems, hunger, vegetarianism, sustainable agriculture, food and gender, genetic engineering.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,230,Agriculture and Social Change in Western History,"Agricultural practices and social history from prehistoric times to the present. Topics include origins of agriculture, feudalism, agriculture in the Industrial Revolution, farming in America, and the consequences of the Green Revolution.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,245,Technology and Society,"Students are introduced to a wide range of work on technology, the social forces shaping its development, and social impacts of its adoption. Students are encouraged to examine their assumptions about technology and its relationship to society.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,248,"Environment, Natural Resources, and Society","Introduces the concerns and principles of sociology through examination of human interaction with the natural environment. Places environmental issues such as resource depletion, population growth, food production, environmental regulation, and sustainability in national and global perspectives.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,260,Latin America: An Introduction,"Latin American culture and society from an interdisciplinary perspective; historical developments from pre-Columbian times to the present; political movements; economic problems; social change; ecology in tropical Latin America; legal systems; literature and the arts; cultural contrasts involving the US and Latin America; land reform; labor movements; capitalism, socialism, imperialism; mass media.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,299,Independent Study,None provided.,864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,340,Issues in Food Systems,"With primary emphasis on the U.S., the course covers social, economic and biological dimensions of food systems. Using classroom and community experience, the course combines academic approaches with practitioner knowledge. A community project is required.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,357,Methods of Sociological Inquiry,"Scientific methods in the study of society; procedures for testing sociological theory: problem definition, hypothesis construction, collection and evaluation of data. Practical experience conducting small research projects. Should be taken as early as possible by students considering a major in Sociology. Prior statistics not required. Gateway to advanced courses in sociology.",864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
C&E SOC,360,Statistics for Sociologists I,Presentation of sociological data; descriptive statistics; probability theory and statistical inference; estimation and tests of hypotheses; regression and correlation and the analysis of contingency tables; lectures and lab. Gateway to advanced courses in sociology. It is recommended that students take Soc 357 prior to taking this course.,864,COMMUNITY AND ENVIRONMENTAL SOCIOLOGY
